starttime	seconds	ctime	dtime	ttime	wait
Thu Feb 20 20:18:16 2014	1392920296	0	1087	1087	1071
Thu Feb 20 20:18:01 2014	1392920281	0	1087	1087	1070
Thu Feb 20 20:18:18 2014	1392920298	0	1087	1087	1070
Thu Feb 20 20:18:10 2014	1392920290	0	1087	1087	1075
Thu Feb 20 20:18:02 2014	1392920282	0	1087	1087	1071
Thu Feb 20 20:18:00 2014	1392920280	0	1087	1087	1063
Thu Feb 20 20:18:17 2014	1392920297	0	1088	1088	1070
Thu Feb 20 20:18:08 2014	1392920288	0	1088	1088	1071
Thu Feb 20 20:18:17 2014	1392920297	0	1088	1088	1071
Thu Feb 20 20:18:17 2014	1392920297	0	1088	1088	1068
Thu Feb 20 20:18:11 2014	1392920291	0	1088	1088	1065
Thu Feb 20 20:18:11 2014	1392920291	0	1088	1088	1073
Thu Feb 20 20:18:02 2014	1392920282	0	1088	1088	1063
Thu Feb 20 20:18:11 2014	1392920291	0	1088	1088	1074
Thu Feb 20 20:18:10 2014	1392920290	0	1088	1088	1072
Thu Feb 20 20:18:05 2014	1392920285	0	1088	1088	1062
Thu Feb 20 20:18:16 2014	1392920296	0	1088	1088	1073
Thu Feb 20 20:18:16 2014	1392920296	0	1088	1089	1073
Thu Feb 20 20:18:16 2014	1392920296	0	1088	1089	1074
Thu Feb 20 20:18:19 2014	1392920299	0	1089	1089	1063
Thu Feb 20 20:18:17 2014	1392920297	0	1089	1089	1062
Thu Feb 20 20:18:13 2014	1392920293	0	1089	1089	1074
Thu Feb 20 20:18:01 2014	1392920281	0	1089	1089	1072
Thu Feb 20 20:18:17 2014	1392920297	1	1089	1089	1070
Thu Feb 20 20:18:17 2014	1392920297	0	1089	1089	1074
Thu Feb 20 20:18:09 2014	1392920289	0	1089	1089	1064
Thu Feb 20 20:18:00 2014	1392920280	0	1089	1090	1069
Thu Feb 20 20:18:18 2014	1392920298	0	1090	1090	1072
Thu Feb 20 20:18:14 2014	1392920294	0	1090	1090	1076
Thu Feb 20 20:18:01 2014	1392920281	0	1090	1090	1073
Thu Feb 20 20:18:18 2014	1392920298	0	1090	1090	1074
Thu Feb 20 20:18:09 2014	1392920289	0	1090	1090	1065
Thu Feb 20 20:18:11 2014	1392920291	0	1090	1090	1073
Thu Feb 20 20:18:00 2014	1392920280	0	1090	1090	1074
